"","Statute","Type","Degree","Desc"
"4091","843.167(1)(A)","M","2","UNLAWFUL USE/POLICE COMMUN/INTERCEPT/POLICE RADIO"
"4092","843.17","M","1","PUBLISH NAME, ADDRESS OF LAW ENFORCEMENT OFFICER"
"4093","843.18","F","3","BOAT/FLEE, ELUDE LAW ENFORCEMENT OFFICER"
"4094","843.19","M","1","POLICE DOG, HORSE/INJURE/KILL/ATTEMPT"
"4095","843.19","F","2","POLICE DOG/HORSE/INJURE/KILL/WEAPON/FIREARM"
"4096","843.19","F","3","POLICE DOG, HORSE/INJURE, KILL"
"4097","843.19(3)","M","1","POLICE DOG, HORSE/INJURE/STRIKE/TOUCH"
"4098","843.19(4)","M","2","POLICE/FIRE/SAR DOG/POL HORSE/HARASS/TEASE/INTFERE"
"4099","843.21(1)","F","3","CRIME VICTIM/DEPRIVATION OF MEDICAL CARE"
"4100","843.21(2)","F","2","CRIME VICTIM/DEPRIVE/MED CARE/RESULTING IN DEATH"
"4101","843.23(3)","F","3","TAMPERING WITH ELECTRONIC MONITORING DEVICE"
"4102","68B-24.006(4)(B)","M","2","LOBSTER TRAP/WATER DISPLAY/VIOL/FAC"
"4103","847.011(1)","F","3","OBSCENE MATERIAL/SELL/DISTRIBUTE/SUBS CONVICTION"
"4104","847.011(1)(A)","M","1","OBSCENE MATERIAL/PROHIBITED ACTS"
"4105","847.011(1)(A)","F","3","OBSCENE MATERIAL/PROHIBITED ACTS/2ND CONVICTION"
"4106","847.011(1)(A)","M","1","OBSCENE MATERIAL/SELL/DISTRIBUTE"
"4107","847.011(1)(C)","F","3","OBSCENE MATERIAL/DEPICT/HARMFUL/MINOR"
"4108","847.011(2)","M","1","OBSCENE MATERIAL/POSSESSION/SUBSEQUENT CONVICTION"
"4109","847.011(2)","M","2","OBSCENE MATERIAL/POSSESSION"
"4110","847.011(3)","F","3","OBSCENE MATERIAL/REQUIRE TO RESELL"
"4111","847.011(4)","F","3","LIVE OBSCENE PERFORMANCE/SUBSEQUENT CONVICTION"
"4112","847.011(4)","M","1","LIVE OBSCENE PERFORMANCE BEFORE AN AUDIENCE"
"4113","847.012","F","3","OBSCENE MATERIAL/SALE, DISTRIBUTION TO MINOR"
"4114","847.012(4)","F","3","OBSCENE MATERIAL/USE OF MINOR/PRODUCTION/ATTEMPT"
"4115","847.0125","M","1","OBSCENE MATERIAL/DISPLAY/HARMFUL TO MINORS"
"4116","847.013","M","1","OBSCENE MOTION PICTURE, ETC/EXPOSE MINOR TO"
"4117","847.0133","M","1","OBSCENE MATERIAL/PROTECTION FROM MINORS/ATTEMPT"
"4118","847.0133","F","3","OBSCENE MATERIAL/PROTECTION OF MINORS"
"4119","847.0134","F","3","ADULT ENTERTAINMENT ESTABLISHMENT/2500FT/SCHOOL"
"4120","847.0135","M","1","COMPUTER PORNOGRAPHY"
"4121","847.0135(2)","F","2","PORNOGRAPHY/COMPUTER"
"4122","847.0135(2)","F","3","PORNOGRAPHY/COMPUTER"
"4123","847.0135(3)","F","2","COMPUTER SERVICE/PROHIBITED USE/MISREPRESENT AGE"
"4124","847.0135(3)","F","3","COMPUTER SERVICES/CERTAIN USES PROHIBITED"
"4125","847.0135(4)","F","2","COMPUTER SERVICE/TRAVEL TO MEET MINOR/IN/OUT STATE"
"4126","847.0135(5)","M","1","COMPUTER SERVICE/LIABILITY OF OWNER/OPERATOR"
"4127","847.0137(2)","F","2","CHILD PORNOGRAPHY/IN STATE PERSON ELEC TRANS OF"
"4128","847.0137(2)","F","3","CHILD PORNOGRAPHY/TRANSMIT"
"4129","847.0137(3)","F","2","CHILD PORNOGRAPHY/OUT STATE PERSON ELEC TRANS OF"
"4130","847.0137(3)","F","3","CHILD PORNOGRAPHY/TRANSMIT FROM OUTSIDE FLA"
"4131","847.0138(2)","F","2","ELECTRONIC TRANSMISSION/HARMFUL TO MINORS/IN STATE"
"4132","847.0138(2)","F","3","ELECTRONIC TRANSMISSION/HARMFUL TO MINORS"
"4133","847.0138(3)","F","2","ELEC TRANSMISSION/HARMFUL TO MINORS/FROM O/S FLA"
"4134","847.0138(3)","F","3","ELECTRONIC TRANSMISSION/HARMFUL/FROM O/S FLA"
"4135","847.0141(3)(A)","I","0","SEXTING"
"4136","847.0145(1)","F","1","PARENT/SELL/TRNSF CUSTODY/MINOR TO SEXUALLY EXPLT"
"4137","847.0145(2)","F","2","MINOR/PURCHASE/OBT CUST/SEXUAL EXPLOITATION/ATTMPT"
"4138","847.0145(2)","F","1","MINOR/PURCHASE/OBTAIN CUSTODY/SEXUAL EXPLOITATION"
"4139","847.0147","M","1","OBSCENE TELEPHONE SERVICE"
"4140","847.06","M","1","OBSCENE MATERIAL/TRANSPORTATION INTO STATE"
"4141","847.07","F","3","OBSCENE MATERIAL/WHOLESALE PROMOTION"
"4142","847.07(3)","F","3","OBSCENE MATERIAL/WHOLESALE PROMOTION/REQUIRE RESAL"
"4143","847.201","M","1","OBSCENE PROGRAMMING/CABLE TV/PROMOTIONAL PERIOD"
"4144","847.202","M","1","VIDEO MOVIE/OFFICAL RATING OF MOTION PICTURE REQ"
"4145","849.01","F","3","GAMBLING HOUSE/KEEPING"
"4146","849.02","F","3","GAMBLING HOUSE/AGENT, EMPLOYEE"
"4147","849.03","F","3","GAMBLING HOUSE/RENTMNFOR PURPOSE OF GAMING"
"4148","849.04","F","3","GAMBLING/PERMIT MINORS"
"4149","849.07","M","2","GAMBLING/PERMIT ON BILLIARDS OR POOL TABLE"
"4150","849.08","M","2","GAMBLING/CONSPIRE"
"4151","849.08","M","2","GAMBLING"
"4152","849.09(1)(A)","F","3","LOTTERY/SET UP, PROMOTE OR CONDUCT"
"4153","849.09(1)(B)","F","3","LOTTERY/DISPOSE OF MONEY OR OTHER PROPERTY BY"
"4154","849.09(1)(C)","F","3","LOTTERY/CONDUCT DRAWING"
"4155","849.09(1)(D)","F","3","LOTTERY/AID, ASSIST IN SETTING UP, CONDUCTING"
"4156","849.09(1)(E)","M","1","LOTTERY/ATTEMPT TO OPERATE, CONDUCT, ADVERTISE"
"4157","849.09(1)(F)","M","1","LOTTERY/POSSESS WHEEL, IMPLEMENT, DEVICE"
"4158","849.09(1)(G)","M","1","LOTTERY/SELL, OFFER TO SELL TICKET"
"4159","849.09(1)(H)","M","1","LOTTERY/POSSESS TICKET"
"4160","849.09(1)(I)","M","1","LOTTERY/AID, ASSIST SALE, DISPOSAL OF TICKET"
"4161","849.09(1)(J)","M","1","LOTTERY/POSSESS ADVERTISEMENT"
"4162","849.09(1)(K)","M","1","LOTTERY/POSSESS RECORDS, PARAPHERNALIA"
"4163","849.091","M","1","PYRAMID CLUB, CHAIN LETTER/DECLARED A LOTTERY"
"4164","849.0915","M","1","REFERRAL SELLING"
"4165","849.0935","M","2","GAMBLING/CHARITY, NON-PROFIT ORG/DISCLOSURE REQ"
"4166","849.094","M","2","GAME PROMOTION/SALE OF CONSUMER PRODUCTS, SERVICES"
"4167","849.10","F","3","LOTTERY/PRINT TICKETS"
"4168","849.11","M","2","GAMES OF CHANCE BY LOT/SET UP, PROMOTE, PLAY"
"4169","849.13","M","1","LOTTERY/2ND CONVICTION"
"4170","849.14","M","2","BETTING ON RESULT OF TRIAL OR CONTEST OF SKILL"
"4171","849.15","F","3","COIN-OP MACH/MANU, SALE, POSSESSION/SUBSQUENT CONV"
"4172","849.15","M","1","COIN-OP MACH/MANU, SALE, POSSESSION/2ND CONVICTION"
"4173","849.15(1)","M","2","COIN OPERATED MACHINE/MANUFACTURE/SALE/POSSESS"
"4174","849.231","M","1","GAMBLING DEVICE/MANUFACTURE, SALE, POSSESSION"
"4175","849.25(2)","F","3","BOOKMAKING"
"4176","849.25(3)","F","2","BOOKMAKING/2ND OFFENSE"
"4177","849.25(4)","F","2","BOOKMAKING/CONSPIRE/2ND OFFENSE"
"4178","849.25(4)","F","3","BOOKMAKING/CONSPIRE"
"4179","856.011","M","2","DISORDERLY INTOXICATION"
"4180","856.015","M","2","OPEN HOUSE PARTY/ALCOHOL, DRUGS/USED BY MINOR"
"4181","856.021","M","2","LOITERING OR PROWLING"
"4182","856.022(4)","M","1","LOITERING/PROWL/CERTAIN OFFEN/CLOSE PROX CHILDREN"
"4183","856.04","F","3","NON-SUPPORT/MINOR CHILDREN"
"4184","856.04(1)","F","3","CHILD ABANDONMENT/DESERT/WITHHOLD SUPPORT"
"4185","859.01","F","1","FOOD OR WATER/POISON"
"4186","859.02","M","2","POISON/SELL CERTAIN BY REGISTERED PHARMACIST"
"4187","859.03","M","2","MORPHINE/SALE"
"4188","859.04","M","2","POISON/SELL/NOT REGISTERED AS A PHARMACIST"
"4189","859.05","F","3","NARCOTICS/SELL WITHOUT PRESCRIPTION"
"4190","859.06","M","2","CIGARETTE WRAPPERS, TOBACCO PRODUCTS/SELL TO MINOR"
"4191","859.061","M","2","CIGARETTES/SELL TO MINOR/POST SIGN"
"4192","859.08","M","2","DRUGS/ADULTERATED/SALE"
"4193","860.02","M","1","CARELESSNESS OF COMMON CARRIER"
"4194","860.03","M","2","INTOXICATED SERVANT OF COMMON CARRIER"
"4195","860.04","M","2","RAILROAD TRAIN/BEATING WAY ON"
"4196","860.05","F","3","RAILROAD TRAIN, CAR, ENGINE/INTERFERENCE WITH"
"4197","860.065","F","3","COMMERCIAL TRANS/COMMISSION/FELONY/ATTEMPT"
"4198","860.065","M","1","COMMERCIAL TRANS/COMMISSION/FELONY/CONSPIRACY"
"4199","860.065","F","3","COMMERCIAL TRANS/COMMISSION/FELONY"
"4200","860.07","M","2","RAILROAD SIGNAL/BY UNAUTHORIZED PERSON"
"4201","860.08","F","3","RAILROAD SIGNAL/INTERFERENCE WITH"
"4202","860.09","F","3","RAILROAD TRACK/INTERFERENCE WITH"
"4203","860.10","M","2","RAILROAD SWITCH KEY/DISPOSE OF DUPLICATE"
"4204","860.11","F","2","RAILROAD STRUCTURE/INJURE"
"4205","860.121(2)(A)","F","3","RAILROAD VEHICLE/UNOCCUPIED/CRIMES AGAINST"
"4206","860.121(2)(B)","F","2","RAILROAD VEHICLE/OCCUPIED/CRIMES AGAINST"
"4207","860.121(2)(C)","F","1","RAILROAD VEHICLE/BODILY HARM/CRIMES AGAINST"
"4208","860.121(2)(D)","F","1","RAILROAD VEHICLE/CRIMES AGAINST RESULTING IN DEATH"
"4209","860.13(1)","F","3","AIRCRAFT/OPERATING WHILE UNDER THE INFLUENCE"
"4210","860.13(1)(A)","F","3","AIRCRAFT/OPERATION OF WHILE INTOXICATED"
"4211","860.13(1)A&B&(2)","F","3","AIRCRAFT/OP WHILE INTOX OR CARELESS OR RECKLESS"
"4212","860.13(1)(B)","F","3","AIRCRAFT/OPERATION OF IN CARELESS/RECKLESS MANNER"
"4213","860.14","M","2","VEHICLE PARTS, ACCESSORIES/RECORDS TO BE KEPT"
"4214","860.145(4)(A)","F","3","AIRBAG/POSN/SALE/INSTALL/STOLEN/ID REMOVED"
"4215","860.145(4)(B)","M","1","AIRBAG DEALER/SALVAGE VIOLATION"
"4216","860.146(2)","F","2","AIRBAG/FAKE/JUNK-FILLED/VIOL"
"4217","860.15","M","2","REPAIRS, PARTS/OVERCHARGING"
"4218","860.15(3)","F","3","MOTOR VEHICLE REPAIRS/OVERCHARGE/INSURANCE"
"4219","860.16","F","1","AIRCRAFT PIRACY"
"4220","860.17","M","1","VEHICLE/TAMPER WITH/SUBSEQUENT OFFENSE"
"4221","860.17","M","2","VEHICLE/TAMPER WITH"
"4222","860.20(1)","M","1","OUTBOARD MOTOR/SERIAL NUMBER RULES/MANUFACTURE"
"4223","860.20(2)","F","3","OUTBOARD MOTOR/SERIAL NUMBER ALTERED/POSSESSION"
"4224","861.01","M","1","OBSTRUCT HIGHWAY"
"4225","861.011","M","2","OBSTRUCTING TRANSPORTATION FACILITY"
"4226","861.02","M","1","OBSTRUCTING WATERCOURSE"
"4227","861.021","M","2","OBSTRUCTING CHANNEL"
"4228","861.03","F","2","DAMS/INJURY TO"
"4229","861.04","M","2","PLACE WATER HYACINTHS IN STREAM"
"4230","861.05","M","1","OBSTRUCTION TO NAVIGATION BY BRIDGES"
"4231","861.06","F","3","OBSTRUCTING HARBOR"
"4232","861.065","M","2","DIVERS-DOWN FLAG VIOLATION"
"4233","861.07","M","2","OBSTRUCTING WAGON ROADS"
"4234","861.08","M","2","OBSTRUCTING COUNTY, SETTLEMENT ROAD"
"4235","861.09","M","2","HARD-SURFACED ROADS/PROHIBITED FROM USING"
"4236","861.11","M","2","CUT/DESTROY SHADE TREE ALONG PUBLIC ROAD"
"4237","865.02","M","2","FALSELY SHIP ORANGES AS FLORIDA ORANGES"
"4238","865.04","M","1","FALSELY PACK PROVISIONS"
"4239","865.05","M","2","PLANT, TREE/SELL UNDER A FALSE NAME"
"4240","865.07","M","2","FOOD/ADULTERATED SYRUP"
"4241","865.08","M","2","PURCHASE OF COTTON OR LEAF TOBACCO"
"4242","865.09","M","2","FICTITIOUS NAME/FAIL TO REGISTER"
"4243","865.10","M","1","LINEN SUPPLIERS/REGULATIONS"
"4244","870.01(1)","M","1","AFFRAY"
"4245","870.01(2)","F","3","INCITE TO RIOT"
"4246","870.02","M","2","UNLAWFUL ASSEMBLY TO COMMIT BREACH OF PEACE"
"4247","870.03","F","3","RIOTING AND ROUTING"
"4248","870.048","M","1","EMERGENCY MEASURES VIOLATION/CURFEW"
"4249","870.06","M","2","UNAUTHORIZED MILITARY ORGANIZATION"
"4250","871.01","M","2","DISTURB SCHOOL/RELIGIOUS ASSEMBLY"
"4251","871.03","M","2","PEDDLING AT A RELIGIOUS MEETING"
"4252","871.04","M","2","ADVERTISING/RELIGIOUS DISCRIMINATION"
"4253","872.01","M","1","DEAL IN DEAD BODIES"
"4254","872.02(1)","F","3","TOMB, MONUMENT/DESTROY/DISFIGURE"
"4255","872.02(2)","F","2","TOMB, GRAVE/DISTURB CONTENTS"
"4256","872.03","M","2","CREMATION OF HUMAN BODIES/VIOLATION"
"4257","872.05","F","3","BURIAL/DAMAGE UNMARKED HUMAN"
"4258","872.05","M","2","BURIAL/FAILURE TO REPORT DAMAGE TO UNMARKED HUMAN"
"4259","872.06(2)","F","2","HUMAN BODY/DEAD/ABUSE"
"4260","872.06(2)","F","1","HUMAN BODY/DEAD/ABUSE/WEAPON"
"4261","873.01","F","2","HUMAN TISSUE, ORGAN/SALE, PURCHASE"
"4262","873.05","F","2","HUMAN EMBRYO/SALE OR ADVERTISE"
"4263","874.05(1)","F","3","STREET GANG MEMBERSHIP/ENCOURAGE/RECRUIT"
"4264","874.05(2)","F","2","STREET GANG MEMBERSHIP /RECRUIT/SECOND OFFENSE"
"4265","874.10","F","1","GANG ACTIVITY/INITIATE/ORGANIZE/PLAN/FINANCE - PBL"
"4266","874.11","F","3","GANG/ELECTRONIC COMMUNICATION TO INTIMIDATE/HARASS"
"4267","874.12(2)","F","2","GANG ACTIVITY/POSN/MAN/ID DOC TO BENEFIT"
"4268","876.02","F","2","CRIMINAL ANARCHY"
"4269","876.03","F","2","UNLAWFUL ASSEMBLY FOR PURPOSES OF ANARCHY"
"4270","876.04","M","1","UNLAWFUL ASSEMBLY/ALLOW IN BUILDING"
"4271","876.08","M","2","OATH/FAIL TO DISCHARGE"
"4272","876.12","M","2","WEARING A MASK ON STREET"
"4273","876.13","M","2","WEARING A MASK ON PUBLIC PROPERTY"
"4274","876.14","M","2","WEARING A MASK ON THE PROPERTY OF ANOTHER"
"4275","876.15","M","2","WEARING A MASK AT A DEMONSTRATION, MEETING"
"4276","876.17","M","2","BURN CROSS/IN PUBLIC PLACE"
"4277","876.18","M","2","BURN CROSS/ON PROPERTY OF ANOTHER"
"4278","876.19","M","2","EXHIBITS THAT INTIMIDATE"
"4279","876.20","M","2","WEAR MASK TO INTIMIDATE"
"4280","876.23","F","2","SUBVERSIVE ACTIVITIES"
"4281","876.24","F","3","MEMBERSHIP IN SUBVERSIVE ORGANIZATION"
"4282","876.32","F","1","TREASON"
"4283","876.33","F","3","MISPRISON OF TREASON"
"4284","876.34","F","2","USURP GOVERNMENT/COMBINATION TO"
"4285","876.35","F","3","COMBINATION AGAINST PART OF THE PEOPLE OF STATE"
"4286","876.36","F","2","INCITING INSURRECTION"
"4287","876.38","F","L","INTERFERENCE WITH PROPERTY/HINDER WAR PREPARATION"
"4288","876.39","F","2","INTENTIONALLY DEFECTIVE WORKMANSHIP/WAR PREP"
"4289","876.43","M","2","PROPERTY/UNLAWFUL ENTRY"
"4290","876.45","M","2","CLOSE/RESTRICT USE OF HIGHWAY"
"4291","876.52","M","1","FLAG/PUBLIC MUTILATION OF"
"4292","877.01","M","1","INSTIGATION OF LITIGATION"
"4293","877.02","M","1","SOLICITATION OF LEGAL SERVICES OR RETAINERS"
"4294","877.02(1)","M","2","SOLICITATION OF LEGAL SERVICES/CONSPIRACY"
"4295","877.02(2)","M","1","SOLICITATION OF LEGAL SERVICES OR RETAINERS"
"4296","877.03","M","2","DISORDERLY CONDUCT/BREACH OF THE PEACE"
"4297","877.05","M","2","KILLING YOUNG VEAL FOR SALE"
"4298","877.06","M","2","LABELING OF BEEF"
"4299","877.061","M","2","MARKETING ESTABLISHMENTS/MAINTENANCE OF SCALES"
"4300","877.08(2)","M","2","COIN-OPERATED MACHINE/MOLEST, BREAK"
"4301","877.08(3)","M","2","COIN-OPERATED MACHINE/BREAK W/INT COMMIT LARCENY"
"4302","877.08(4)","F","3","COIN-OPERATED MACHINE/2ND CONVICTION"
"4303","877.09","M","1","SEWER SYSTEM/TAMPER WITH/DAMAGE"
"4304","877.10","M","2","REAL PROPERTY/DUAL CONTRACTS PROHIBITED"
"4305","877.111","M","2","CHEMICAL SUBSTANCE/INHALE"
"4306","877.111(4)","M","1","NITROUS OXIDE/DISTRIBUTION/ATTEMPT"
"4307","877.111(4)","F","3","NITROUS OXIDE/DISTRIBUTION"
"4308","877.13","M","2","EDUCATIONAL INSTITUTION/INTERFERENCE"
"4309","877.14","M","2","MERCHANDISING OF DOGS/REQUIRED RECORDS/VIOLATION"
"4310","877.15","M","2","FIRE/FAIL TO CONTROL OR REPORT"
"4311","877.155","M","1","BURN INJURY/FAIL TO REPORT INITIAL TREATMENT OF"
"4312","877.16","M","2","ANIMAL/EXHIBITION OF DEFORMED"
"4313","877.17","M","2","DISSERTATION/SELL"
"4314","877.18(1)","F","3","ISSUE ID CARD"
"4315","877.18(1)(A)","F","3","ID CARD/FAIL TO KEEP RECORDS"
"4316","877.26","M","1","SURVEILLANCE/VIDEO/VISUAL/DRESSING ROOMS"
"4317","877.27(1)","F","3","RADIO TRANSMISSION/UNAUTHORIZED/INTERFERENCE"
"4318","893.05(1)","M","1","CONTROLLED SUBSTANCE/ADMINISTERING UNLAWFULLY"
"4319","893.055(9)","M","1","FAIL TO REPORT DISPENSING CONTROLLED SUBSTANCE"
"4320","893.13(1)(A)1","F","3","COCAINE/SELL/MAN/DEL/POSSESS W/INTENT/ATTEMPT"
"4321","893.13(1)(A)1","F","3","CONTROLLED SUBSTANCE/SELL/MAN/DEL/POSN W/INT/CONSP"
"4322","893.13(1)(A)(1)","F","2","CONTROLLED SUBSTANCE/SELL/MAN/DEL/POSS W/INTENT"
"4323","893.13(1)(A)1","F","3","COCAINE/SELL/MAN/DEL/POSS W/INTENT/SOLICITATION"
"4324","893.13(1)(A)1","F","3","COCAINE/SELL/MAN/DEL/POSSESS W/INTENT/CONSPIRE"
"4325","893.13(1)(A)(1)A","F","3","CONTROLLED SUBSTANCE/SALE OR DELIVERY/SOLICITATION"
"4326","893.13(1)(A)1","F","1","CONT SUBST/SELL/MAN/DEL/POSS W/INTENT/ARMED"
"4327","893.13(1)(A)1","F","3","COCAINE/SELL/MAN/DEL/POSSESS W/INTENT/ATTEMPT"
"4328","893.13(1)(A)1","F","2","COCAINE/SELL/MAN/DELIVER/POSSESS W/INTENT"
"4329","893.13(1)(A)1","F","3","HASHISH/SELL/MAN/DELIVER/POSSESS W/INTENT"
"4330","893.13(1)(A)1","F","2","HEROIN/SELL/MAN/DELIVER/POSSESS W/INTENT"
"4331","893.13(1)(A)1","F","2","HEROIN/SELL/MAN/DELIVER/POSS W/INTENT/PRINCIPAL"
"4332","893.13(1)(A)1","F","2","METHADONE/SELL/MAN/DELIVER/POSSESS W/INTENT"
"4333","893.13(1)(A)1","F","2","OPIUM/DERIV/SELL/MAN/DEL/POSSESS W/INTENT"
"4334","893.13(1)(A)(1)","F","2","MORPHINE/SELL/MAN/DELIVER/POSSESS W/INTENT"
"4335","893.13(1)(A)2","F","3","CANNABIS/SELL/MAN/DELLLIV/POSSESS W/INTENT/ATTEMPT"
"4336","893.13(1)(A)2","F","3","CANNABIS/SELL/MAN/DELIV/POSS W/INTENT/CONSPIRE"
"4337","893.13(1)(A)2","F","3","CONT SUBST/SELL/MAN/DEL/POSN W/INT/CONSPIRE"
"4338","893.13(1)(A)(2)","F","2","CANNABIS/SELL/MAN/DEL/POSS W/INTENT/ARMED"
"4339","893.13(1)(A)(2)","F","2","CONTROLLED SUBSTANCE/SELL/MAN/DEL/POSS/W/INT/ARMED"
"4340","893.13(1)(A)2","F","3","CANNABIS/SELL/MANUFACTURE/DEL/POSN W/IN"
"4341","893.13(1)(A)2","F","3","CANNABIS/SELL/MAN/DELIV/POSS W/INTENT/SOLICIT"
"4342","893.13(1)(A)2","F","3","CONTROLLED SUBSTANCE/SELL/MAN/DEL/POSN W/INTENT"
"4343","893.13(1)(A)2","F","3","CANNABIS/SELL/MAN/DELIVER/POSSESS W/ INTENT"
"4344","893.13(1)(A)2","F","3","CANNABIS/SALE, DELIVERY/PRINCIPAL"
"4345","893.13(1)(A)2","F","3","HALLUCINOGENS/SELL/MAN/DELIVER/POSSESS W/INTENT"
"4346","893.13(1)(A)2","F","3","BARBITURATE/STIM/SELL/MAN/DEL/POSSESS W/INTENT"
"4347","893.13(1)(A)2","F","3","SYNTHETIC NARCOTICS/SELL/MAN/DEL/POSN W/INTENT"
"4348","893.13(1)(B)","F","2","CONTROLLED SUBSTANCE/SELL/MAN/DEL/10GR>/CONSPIRACY"
"4349","893.13(1)(B)","F","1","CONTROLLED SUBSTANCE/SALE, DELIVERY/10+ GRAMS"
"4350","893.13(1)(C)1","F","1","CONT SUB/SELL/DEL/POSN/1000FT/SCHOOL/ATTEMPT/ARMED"
"4351","893.13(1)(C)1","F","2","CONT SUB/SELL/DEL/POSN W/INT/1000 FT/SCHOOL/ATTMPT"
"4352","893.13(1)(C)1","F","2","COCAINE/SELL/DEL/POSN W/INTENT/1000 OF SCHOOL/CONS"
"4353","893.13(1)(C)1","F","2","COCAINE/SELL/DEL/POSN W/INTENT/1000FT SCH/CON/GANG"
"4354","893.13(1)(C)1","F","L","CONT SUB/SELL/DEL/POSN W/INT/1000 FT/SCH/ARMED"
"4355","893.13(1)(C)1","F","1","CONT SUB/SELL/DEL/POSN W/INT/1000 FT/SCHOOL"
"4356","893.13(1)(C)1","F","2","CONT SUB/SELL/DEL/POSN W/INT/1000 FT/SCHOOL/CONSPI"
"4357","893.13(1)(C)1","F","1","COCAINE/SELL/DEL/POSN W/INTENT/1000 FT OF SCHOOL"
"4358","893.13(1)(C)2","F","3","CANNABIS/CON SUB/SELL/DEL/POS W/INT/1K/SCHOO/CONSP"
"4359","893.13(1)(C)2","F","3","CANNABIS/SELL/DEL/POSN W/INTENT/1000FTSCH/CON"
"4360","893.13(1)(C)2","F","1","CANN/SELL/MAN/DEL/POSS W/INT WI 1000 FT SCH/ARMED"
"4361","893.13(1)(C)2","F","2","CONTROLLED SUBSTANCE/SALE, DELIVER/1000FT SCHOOL"
"4362","893.13(1)(C)2","F","1","CONTROLLEDSUBSTANCE/POSSESSION/1000FT/SCHOOL/ARMED"
"4363","893.13(1)(C)2","F","1","CANNABIS/SELL/DEL/POSN/WI/1000FT/SCHOOL/ARMED"
"4364","893.13(1)(C)2","F","2","CANNABIS/SELL/DEL/POSN W/INT/1000FT SCHOOL"
"4365","893.13(1)(C)2","F","1","CONT SUB/SELL/MAN/DEL/POSS WI 1000 FT/SCHOOL/ARMED"
"4366","893.13(1)(C)2","F","1","CANNABIS/POSSESSION/ W/INTENT/1000 FT/SCHOOL/ARMED"
"4367","893.13(1)(D)1","F","1","CONT SUB/SELL/DEL/POSN W/INT/COLLEGE/UNIVERSITY"
"4368","893.13(1)(D)1","F","1","COCAINE/SELL/MAN/DEL/POSN W/INT/COLLEGE/UNIVERSITY"
"4369","893.13(1)(D)2","F","2","CONT SUB/SELL/MAN/DEL/POSN W/INT/COLLEGE/UNIVERSIT"
"4370","893.13(1)(D)2","F","2","CANN/SELL/DEL/POSN W/INTENT/COLLEGE/UNIVERSITY"
"4371","893.13(1)(E)","F","L","CONT SUB/SELL/POSN W/I 1000FT/CHRCH/CONV STORE/ARM"
"4372","893.13(1)(E)1","F","1","CONT SUB/SELL/POSN W/INT/1000FT/CHRCH/CONV STORE"
"4373","893.13(1)(E)2","F","2","CONT SUB/SELL/POSN W/INT/1000FT CHURCH/CONV STORE"
"4374","893.13(1)(E)1","F","L","COKE/SELL/POSS W/INT/1000FT/CHURCH/CONV STORE/ARM"
"4375","893.13(1)(E)1","F","1","COCAINE/SELL/POSS W/INT/1000FT/CHURCH/CONV STORE"
"4376","893.13(1)(E)1","F","2","CONT SUB/SELL/POSN W/INT/1KFT CHURCH/CONV ST/CON"
"4377","893.13(1)(E)2","F","3","CONT SUB/SELL/POSN W/INT/1KFT CHURCH/CONV ST/CON"
"4378","893.13(1)(E)2","F","3","CANNABIS/SELL/POSN W/INT/1KFT CHURCH/CONV ST/CON"
"4379","893.13(1)(E)2","F","2","CANN/SELL/DEL/MAN/POSN/1000FT/CHURCH/ATTEMPT/ARMED"
"4380","893.13(1)(E)2","F","3","CANN/SELL/DEL/POSN W/INTENT/1000FT/CHURCH/ATTEMPT"
"4381","893.13(1)(E)2","F","1","CONT SUB/SELL/POSN/1000 FT/CHURCH/CONV STORE/ARMED"
"4382","893.13(1)(E)2","F","2","CANNABIS/POSS/SELL/POSS W/INTENT/1K/CHURCH/CONV ST"
"4383","893.13(1)(E)2","F","1","CANN/SELL/MAN/DEL/POSN/1000FT/CHUR/CONVSTORE/ARMED"
"4384","893.13(1)(F)1","F","1","CONTROLLED SUBSTANCE/SELL/POSN/PUBIC HOUSING"
"4385","893.13(1)(F)2","F","1","CANNABIS/SALE/POSN/PUBLIC HOUSING/ARMED"
"4386","893.13(1)(F)2","F","2","CANNABIS/SALE/POSN/PUBLIC HOUSING"
"4387","893.13(1)(F)2","F","3","CANNABIS /SELL/POSN/PUBIC HOUS/CON"
"4388","893.13(1)(F)2","F","3","CONTROLLED SUBSTANCE/SELL/POSN/PUBIC HOUS/CON"
"4389","893.13(1)(G)","F","1","AMPHET/PHENCYC/MANUFAC/CHILD <16 PRESENT/HARMED"
"4390","893.13(1)(H)1","F","L","CONT SUB/SELL/MAN/DEL/POSS/1000 FT/ASSISTLIV/ARMED"
"4391","893.13(1)(H)1","F","1","CON SUB/SELL/MAN/POS W/I INT/1000 FT/ASST LIV FAC"
"4392","893.13(1)(H)2","F","1","CON SUB/SELL/MAN/POS W/I 1000FT/ASST LIV FAC/ARMED"
"4393","893.13(1)(H)2","F","2","CON SUB/SELL/MAN/POS W/I INT/1000 FT/ASST LIV FAC"
"4394","893.13(2)(A)1","F","3","COCAINE/PURCHASE/POSN W/INTENT TO PURCH/SOLICIT"
"4395","893.13(2)(A)1","F","3","CONTROLLED SUB/PURCHASE/POSN W/INT TO PUR/ATTEMPT"
"4396","893.13(2)(A)1","F","2","CONTROLLED SUBSTANCE/PURCHASE/POSN/W/INT/PURCHASE"
"4397","893.13(2)(A)1","F","3","CONTROLLED SUBSTANCE/PURCHASE/POSS W/INTENT/SOLIC"
